0,total_EAD_MEUR,EAD_river_MEUR,damage_RP100_river_MEUR,exposed_qty_RP100_river,EAD_motorway_trunk_MEUR,EAD_primary_MEUR,EAD_secondary_MEUR,EAD_tertiary_MEUR,EAD_other_MEUR
curve_F7_4,0.02076321089139852,0.021543989093379637,0.03270003792975557,0.01315920164640675,0.42095381449856817,0.4466471739844163,0.00739787894933494,0.007489809120618459,0.013026542057401485
curve_F7_8,0.5268517301694264,0.5256404602008432,0.6199783774838517,0.005866076597792732,0.014161530103938207,0.011355641287659634,0.7121753167270084,0.7009395264398798,0.5518170751871957
warming,0.16156544159618894,0.15338113410702675,0.010184507379030526,0.016416825679601784,0.1832935012893358,0.1872460256761417,0.10087394052933184,0.1622664143473183,0.14339221097791072
cost_level,0.1694844475294771,0.17431457134943637,0.19975805060436047,0.0299055547682774,0.14275747008545275,0.05012383086358407,0.10260226346630355,0.037645641679116965,0.19708262606796273
depth_offset,0.11419527851753912,0.11803326713756553,0.1322847184849276,0.9294823579039149,0.22526779823201878,0.2922319068191242,0.07329751254037858,0.08753425677543908,0.0887071190452199
aggregation,0.007139891295969907,0.007086578111748731,0.005094308118074016,0.005169983404006545,0.013565885790686372,0.012395421369074127,0.003653087787642582,0.004124351637627527,0.0059744266643093685
