0,total_EAD_MEUR,EAD_earthquake_MEUR,EAD_motorway_trunk_MEUR,EAD_primary_MEUR,EAD_secondary_MEUR,EAD_tertiary_MEUR,EAD_other_MEUR
curve_E7_10,0.7731291448697893,0.7392193637750871,0.7717368923455272,0.8087900448196321,0.7820885436740921,0.8048870151847509,0.6984257742277363
cost_level,0.13333421461010603,0.14862280173351694,0.12877357313067678,0.08495608483667906,0.11913972082747093,0.08791603739541458,0.19727031592611036
pga_scale,0.088323566070427,0.10463636624452455,0.09245433936343123,0.10040745827961213,0.09197354854115318,0.10182506301890187,0.09670529327429628
aggregation,0.005213074449677549,0.007521468246871425,0.0070351951603646,0.005846412064076609,0.00679818695728389,0.005371884400932684,0.007598616571857147
