outcome,factor,S1,S1_conf,ST,ST_conf,interaction
total_EAD_MEUR,curve_F21_10,0.47990074791930304,0.06841450988250147,0.5627394114845826,0.0891420593539706,0.08283866356527958
total_EAD_MEUR,warming,0.04105966044001864,0.03727068335381582,0.060076016894809035,0.011942506096241609,0.019016356454790398
total_EAD_MEUR,cost_level,0.3030318910853572,0.07828458595541743,0.3714103279674829,0.0604009412163089,0.06837843688212569
total_EAD_MEUR,depth_offset,0.028984696764897927,0.029231029856804994,0.07110415859853936,0.014456634482486477,0.04211946183364143
total_EAD_MEUR,aggregation,-0.00057915499472936,0.0032792887432611245,0.0007474364954621388,0.00017111235344037146,0.0013265914901914987
EAD_river_MEUR,curve_F21_10,0.47990074791930304,0.08002123884049113,0.5627394114845826,0.09973001161702649,0.08283866356527958
EAD_river_MEUR,warming,0.04105966044001864,0.03790118239464157,0.060076016894809035,0.011577219726783106,0.019016356454790398
EAD_river_MEUR,cost_level,0.3030318910853572,0.07521917819289574,0.3714103279674829,0.05772843458852105,0.06837843688212569
EAD_river_MEUR,depth_offset,0.028984696764897927,0.02663444119319681,0.07110415859853936,0.013608215564713354,0.04211946183364143
EAD_river_MEUR,aggregation,-0.00057915499472936,0.0034085334047238938,0.0007474364954621388,0.00016587910370486632,0.0013265914901914987
damage_RP100_river_MEUR,curve_F21_10,0.5312340063551324,0.07931221387324798,0.5996359425243286,0.07321263126154519,0.06840193616919621
damage_RP100_river_MEUR,warming,0.0,0.0,0.0,0.0,0.0
damage_RP100_river_MEUR,cost_level,0.3275431972465606,0.08528576751830952,0.4077436525646905,0.06559464604958168,0.08020045531812986
damage_RP100_river_MEUR,depth_offset,0.028850841334999044,0.03012867443851068,0.06859233502227441,0.011221312018994074,0.039741493687275364
damage_RP100_river_MEUR,aggregation,-0.0007110390738881961,0.0038341330065865807,0.0010945959421443795,0.00022181325726500993,0.0018056350160325758
