0,total_EAD_MEUR,EAD_river_MEUR,EAD_earthquake_MEUR,damage_RP100_river_MEUR,exposed_qty_RP100_river,EAD_cable_MEUR,EAD_catenary_mast_MEUR,EAD_generator_MEUR,EAD_line_MEUR,EAD_minor_line_MEUR,EAD_plant_MEUR,EAD_pole_MEUR,EAD_portal_MEUR,EAD_substation_MEUR,EAD_switch_MEUR,EAD_terminal_MEUR,EAD_tower_MEUR,EAD_transformer_MEUR
curve_F1_1,0.10849082792038328,0.14660790887665825,0.023149877026240915,0.32650144379710205,0.012324814399205842,0.015526777237108415,0.01908404619388687,0.020453955920282454,0.017599472348480933,0.015354043915065688,0.15215305366417856,0.019435001517872183,0.021306532652741995,0.023091976355140945,0.02522459275637597,0.022490362592049097,0.022826922219799387,0.024181610716669955
curve_F2_1,0.031752959259933634,0.03137782113473956,0.021993391264166624,0.02082498014647078,0.009414584990256705,0.01321453585360911,0.017959819883209004,0.0192338472514275,0.015941581825302,0.013073623666034744,0.033775176642180875,0.016106623955043333,0.020670406050263414,0.022679508446018293,0.02231112323439186,0.019418698613714924,0.01908217639701347,0.023596093225423175
curve_F6_1,0.019708299761216252,0.024269939093814977,0.019232567300311452,0.01733351906679475,0.008005943714799601,0.009827390153329885,0.014017602680361648,0.013952302792286077,0.03559212825746345,0.07822836924041365,0.021012670432809584,0.04560436256095154,0.016366996666475137,0.018037117582584937,0.017829515386899156,0.014417700840467606,0.20939216568060387,0.018919479863223287
curve_E1_1,0.026384557727766555,0.030756418639039006,0.08490304488795812,0.022406430844161374,0.012237361564490465,0.014455563391499086,0.01683165549182861,0.02231501475173213,0.01699798234532769,0.014029117667938852,0.028824529715270792,0.01604207340632886,0.021954938371217973,0.023458315040452128,0.023553658390627903,0.02353927531620209,0.0191789233990183,0.02443924034865744
curve_E2_1,0.028965309281065624,0.03899994983768587,0.30311070827895975,0.02393987391267199,0.012279622244493204,0.015690912916992136,0.01818061786096769,0.018910996746962026,0.018575322676391923,0.014340988222501037,0.035028668211271194,0.01607191733329602,0.12457039614590314,0.2091733298840193,0.3483080570232133,0.5705130828472864,0.01980952558235889,0.37948447588577394
curve_E3_1,0.02303456472073659,0.027466943823742655,0.017788134513268297,0.014802007867248774,0.007678830636991271,0.0098412555262005,0.014260991127470151,0.013867086206668915,0.01533203488163708,0.01060109202084158,0.02794356661179359,0.013192694240050418,0.01720523343086467,0.01669970866071502,0.018478570453408807,0.015730172155602302,0.013872653093602723,0.01775587425426997
curve_E4_1,0.02968579072133821,0.034919265459480826,0.02573961418198186,0.020829485756950053,0.010319326530655735,0.01274593958939124,0.018438713968786765,0.01997513395308902,0.01808479900388776,0.01422271283517767,0.03858877969510509,0.5049999234674123,0.023578605483337723,0.022168640901507445,0.023055891838397607,0.020584442151678144,0.018762976804590333,0.02397425088914268
curve_E6_1,0.036222086381752394,0.03796960952043191,0.02397519190483192,0.022188892734715703,0.010785023431545306,0.6379159103093079,0.01984078930875637,0.02078955794373696,0.46746179094442086,0.6153605054443165,0.04701707868730486,0.017627212792659417,0.02056421377744253,0.023407552957817483,0.023567258367750202,0.02095533679761215,0.02090350979412637,0.022075405506664376
warming,0.05531498396251958,0.05442881580606757,0.023918097333500598,0.02152310808274635,0.011629893692434907,0.013029099509483565,0.08791291512543582,0.04262099147068885,0.0159273254632926,0.018720668696802507,0.059973992639501046,0.01792870531971461,0.03664221622800547,0.032977431660258225,0.02844047231242819,0.020231530391236558,0.037858026519118675,0.02897172400922337
cost_level,0.17193278187649277,0.1573919031053976,0.34233614739150386,0.41038882629283885,0.013450253665549708,0.19317887749392704,0.03315452504860137,0.1790399263691363,0.26500007674522597,0.020600180579678582,0.14880611180465447,0.1847129031486754,0.20728036476016357,0.21818904357709873,0.2236183896484624,0.17576926977747487,0.14284064755036954,0.23685699736312976
protection_scale,0.3770342876841182,0.32843059659953555,0.024523951069358646,0.023635258144511798,0.011652771538603278,0.01421411175962413,0.6742013762597694,0.5751012033040345,0.06030360932738879,0.13810985347655066,0.3086192794305883,0.09237807095603608,0.42692978246368934,0.32157725790312164,0.1755000657880967,0.0218617719198639,0.4164927956189274,0.12257795170773461
depth_offset,0.03392077520116281,0.029642226781595993,0.02273441343639992,0.03194126308241797,0.8607910987240972,0.014655564022831483,0.035156264544921885,0.01931109724281477,0.01659362340731314,0.013740610235026493,0.03957453000099222,0.01638330989150325,0.020977430221178806,0.021578717141323544,0.020432304320561406,0.01913834843576583,0.022191794680995722,0.023967875495426394
pga_scale,0.026323586715654074,0.03210524630964317,0.04828671703525552,0.02604312406009519,0.012113612534973929,0.0257238809513011,0.016593516168857396,0.019423972523575136,0.024520523523756853,0.024326572350101012,0.035755963515566994,0.025671633270392766,0.025435664470590202,0.029036014131463953,0.03162724605046629,0.0398725335259013,0.018535650407293,0.03431471969930929
aggregation,0.031229188785860132,0.025633355012167097,0.01830814437626238,0.01764178621127442,0.007316862331902967,0.00998018128539442,0.014367166337147165,0.015004913523565403,0.012069729250110742,0.009291661649550916,0.022926598948782594,0.01384556814006383,0.016517219278126022,0.01792538575847824,0.018052854428920184,0.01547747463514484,0.018252232252182345,0.018884301035351853
