outcome,factor,S1,S1_conf,ST,ST_conf,interaction
total_EAD_MEUR,curve_F1_1,0.1120561815383458,0.030668215185154196,0.44368143319808523,0.07057290487250256,0.33162525165973944
total_EAD_MEUR,curve_F2_1,0.0,0.0,0.0,0.0,0.0
total_EAD_MEUR,curve_F6_1,2.2553490899039126e-05,0.00012654550937892976,2.817597926193403e-05,4.797704958571231e-06,5.622488362894905e-06
total_EAD_MEUR,curve_E1_1,0.0005000044729069708,0.001024822860942257,0.0011931222325060188,0.00018522221380493624,0.000693117759599048
total_EAD_MEUR,curve_E2_1,0.0025531841077452207,0.0013370576108722686,0.0031282183255506774,0.0005116071774278524,0.0005750342178054567
total_EAD_MEUR,curve_E3_1,2.1280528154377537e-18,1.1888507516099062e-17,1.780369606697866e-31,3.4947682011674943e-32,-2.1280528154375758e-18
total_EAD_MEUR,curve_E4_1,3.9154376551904415e-05,0.00022465428583096582,6.001989058452032e-05,9.269826467355853e-06,2.0865514032615902e-05
total_EAD_MEUR,curve_E6_1,1.1851310583952237e-05,8.802021432645509e-05,6.208487411826418e-06,9.632766949619473e-07,-5.642823172125819e-06
total_EAD_MEUR,warming,0.012207895844386982,0.006389025928930394,0.09021109826962725,0.020699891059231264,0.07800320242524027
total_EAD_MEUR,cost_level,0.12760907107578465,0.022544525138057325,0.49524255304239545,0.08704227834178671,0.36763348196661083
total_EAD_MEUR,protection_abs_rp,0.23419801571683221,0.04410994452660033,0.6216741475067367,0.08988621671051716,0.3874761317899045
total_EAD_MEUR,depth_offset,0.002267772160755753,0.0029905087783359484,0.012441460075590523,0.0039866996323684135,0.010173687914834771
total_EAD_MEUR,pga_scale,0.0005049087075975311,0.0003941707311637015,0.000247557670932837,4.148333235894245e-05,-0.00025735103666469413
total_EAD_MEUR,aggregation,5.072383538046291e-06,0.00012038829679804743,1.3630871448709382e-05,3.3709384766402222e-06,8.558487910663091e-06
EAD_river_MEUR,curve_F1_1,0.11661586324214143,0.031179592665132132,0.46058158409657834,0.08674124994929204,0.3439657208544369
EAD_river_MEUR,curve_F2_1,0.0,0.0,0.0,0.0,0.0
EAD_river_MEUR,curve_F6_1,3.513475896523424e-05,0.0001550543819069643,2.924922295799582e-05,5.102239918581331e-06,-5.88553600723842e-06
EAD_river_MEUR,curve_E1_1,0.0,0.0,0.0,0.0,0.0
EAD_river_MEUR,curve_E2_1,0.0,0.0,0.0,0.0,0.0
EAD_river_MEUR,curve_E3_1,0.0,0.0,0.0,0.0,0.0
EAD_river_MEUR,curve_E4_1,0.0,0.0,0.0,0.0,0.0
EAD_river_MEUR,curve_E6_1,0.0,0.0,0.0,0.0,0.0
EAD_river_MEUR,warming,0.013161616738873491,0.005560770076321412,0.09364730510498255,0.021444777135934453,0.08048568836610906
EAD_river_MEUR,cost_level,0.10007690465438926,0.022535397947688118,0.480005456473069,0.09378574291474713,0.3799285518186798
EAD_river_MEUR,protection_abs_rp,0.2427329176688682,0.054227596797935075,0.6453541713175713,0.09462017851972086,0.40262125364870316
EAD_river_MEUR,depth_offset,0.002208539902639041,0.0032397803930080977,0.01291536440636109,0.004539297456658344,0.010706824503722049
EAD_river_MEUR,pga_scale,0.0,0.0,0.0,0.0,0.0
EAD_river_MEUR,aggregation,3.991162514927495e-06,0.00011813438831842497,1.4155919914361431e-05,3.2543681591190966e-06,1.0164757399433935e-05
EAD_earthquake_MEUR,curve_F1_1,0.0,0.0,0.0,0.0,0.0
EAD_earthquake_MEUR,curve_F2_1,0.0,0.0,0.0,0.0,0.0
EAD_earthquake_MEUR,curve_F6_1,0.0,0.0,0.0,0.0,0.0
EAD_earthquake_MEUR,curve_E1_1,0.11095372702682915,0.012208942852695385,0.18121214052414067,0.011324859795279653,0.07025841349731152
EAD_earthquake_MEUR,curve_E2_1,0.36003001923242206,0.028438208101626776,0.47511572859490886,0.02550287880556397,0.1150857093624868
