outcome,factor,S1,S1_conf,ST,ST_conf,interaction
total_EAD_MEUR,curve_F7_4,-0.016455583207270284,0.029642751282296636,0.016749709078391708,0.005416125996771015,0.03320529228566199
total_EAD_MEUR,curve_F7_8,0.25524702639672436,0.1051294796786758,0.4594385464546455,0.20699233275819665,0.20419152005792113
total_EAD_MEUR,curve_E7_10,0.00022896940292615892,0.0024068156101590943,0.0004196205686055542,0.00014581629373037807,0.00019065116567939527
total_EAD_MEUR,warming,0.03510219040201219,0.030432149060184363,0.10109719529926194,0.03458327866987077,0.06599500489724974
total_EAD_MEUR,cost_level,0.08471375669876376,0.05179190538993638,0.16937980612736186,0.08149100147401937,0.08466604942859811
total_EAD_MEUR,protection_scale,0.2607238987052627,0.10661216051870544,0.4898290807926397,0.14497545465896386,0.229105182087377
total_EAD_MEUR,depth_offset,0.10989481318832314,0.08691029946635559,0.1891882746357954,0.07045626189025915,0.07929346144747226
total_EAD_MEUR,pga_scale,-1.669062921505267e-05,0.00036413199876050926,5.965281732793757e-06,2.861214354906454e-06,2.2655910947846428e-05
total_EAD_MEUR,aggregation,-0.001544329366370864,0.002763678213360478,0.00019219258136561891,7.700788913153972e-05,0.001736521947736483
EAD_river_MEUR,curve_F7_4,-0.016485683240732265,0.02830281029265462,0.0168025609962291,0.006045003035112445,0.03328824423696136
EAD_river_MEUR,curve_F7_8,0.2565525074588263,0.1058956073866537,0.460888255711977,0.20399745022584828,0.2043357482531507
EAD_river_MEUR,curve_E7_10,0.0,0.0,0.0,0.0,0.0
EAD_river_MEUR,warming,0.03546216328566507,0.03164078271015283,0.10141619670009466,0.028902087108001868,0.0659540334144296
EAD_river_MEUR,cost_level,0.08286294954572772,0.050730920661775404,0.16776467946406506,0.06490766762963505,0.08490172991833735
EAD_river_MEUR,protection_scale,0.26182528602877936,0.11834848538778849,0.49137468413483854,0.141112320406052,0.22954939810605918
EAD_river_MEUR,depth_offset,0.11050756461215858,0.09262645064194974,0.1897852380278193,0.06839409255851722,0.07927767341566072
EAD_river_MEUR,pga_scale,0.0,0.0,0.0,0.0,0.0
EAD_river_MEUR,aggregation,-0.0015073712176317277,0.0026893822194539833,0.00019279902452661634,7.522922629921231e-05,0.0017001702421583441
EAD_earthquake_MEUR,curve_F7_4,0.0,0.0,0.0,0.0,0.0
EAD_earthquake_MEUR,curve_F7_8,0.0,0.0,0.0,0.0,0.0
EAD_earthquake_MEUR,curve_E7_10,0.9522012375076782,0.2071090969159783,1.0478800508093786,0.1497560065169533,0.09567881330170047
EAD_earthquake_MEUR,warming,0.0,0.0,0.0,0.0,0.0
EAD_earthquake_MEUR,cost_level,0.05803666754008964,0.028745779816871837,0.1230999259130416,0.039085535180786134,0.06506325837295196
EAD_earthquake_MEUR,protection_scale,0.0,0.0,0.0,0.0,0.0
EAD_earthquake_MEUR,depth_offset,0.0,0.0,0.0,0.0,0.0
EAD_earthquake_MEUR,pga_scale,0.002475515143122193,0.015667792921632576,0.014896552249630313,0.004975045423854021,0.012421037106508121
EAD_earthquake_MEUR,aggregation,-2.6929946589452995e-18,4.476401924458743e-18,1.43567973972491e-32,2.0144179386065613e-32,2.6929946589453137e-18
damage_RP100_river_MEUR,curve_F7_4,0.029296469152969146,0.0228234028585146,0.036004513556266805,0.006311498348948579,0.006708044403297659
damage_RP100_river_MEUR,curve_F7_8,0.567919409070637,0.07511779547906682,0.6834785154022747,0.09185754509443841,0.11555910633163768
damage_RP100_river_MEUR,curve_E7_10,0.0,0.0,0.0,0.0,0.0
damage_RP100_river_MEUR,warming,0.0,0.0,0.0,0.0,0.0
damage_RP100_river_MEUR,cost_level,0.1634636834906509,0.06962384704169597,0.263605087426961,0.049171192643910955,0.10014140393631007
damage_RP100_river_MEUR,protection_scale,0.0,0.0,0.0,0.0,0.0
damage_RP100_river_MEUR,depth_offset,0.10949010684196152,0.049124324164683604,0.16813841724536696,0.03750986630862142,0.05864831040340544
damage_RP100_river_MEUR,pga_scale,0.0,0.0,0.0,0.0,0.0
damage_RP100_river_MEUR,aggregation,0.0008421034376513002,0.0028253550167850368,0.0005296806525462409,9.87576557691742e-05,-0.0003124227851050592
