outcome,factor,S1,S1_conf,ST,ST_conf,interaction
total_EAD_MEUR,curve_E7_10,0.8598326274248178,0.2117082604951121,0.9589105247662578,0.16024193221365937,0.09907789734144001
total_EAD_MEUR,cost_level,0.004678986430864798,0.03317137789201739,0.1272230838329993,0.039276089788464995,0.1225440974021345
total_EAD_MEUR,pga_scale,0.0068425305357817665,0.0148106840519384,0.01776641237051421,0.006006916577054171,0.010923881834732443
total_EAD_MEUR,aggregation,2.8084629076027707e-18,6.0263593728345754e-18,7.425157487947332e-33,1.5932796299759146e-32,-2.8084629076027633e-18
EAD_earthquake_MEUR,curve_E7_10,0.8598326274248178,0.1745404185996544,0.9589105247662578,0.14646945678160792,0.09907789734144001
EAD_earthquake_MEUR,cost_level,0.004678986430864798,0.036360209075216365,0.1272230838329993,0.041991188402833404,0.1225440974021345
EAD_earthquake_MEUR,pga_scale,0.0068425305357817665,0.015477046738473438,0.01776641237051421,0.006543538410472258,0.010923881834732443
EAD_earthquake_MEUR,aggregation,2.8084629076027707e-18,5.686094361423644e-18,7.425157487947332e-33,1.5033186306504533e-32,-2.8084629076027633e-18
