0,total_EAD_MEUR,EAD_river_MEUR,EAD_earthquake_MEUR,damage_RP100_river_MEUR,exposed_qty_RP100_river,EAD_college_MEUR,EAD_kindergarten_MEUR,EAD_library_MEUR,EAD_school_MEUR,EAD_university_MEUR
curve_F21_10,0.057182444757237404,0.059536468926824064,0.06448129218045782,0.2182616187802622,0.01511215815274399,0.0585114612054563,0.03771502795592285,0.0,0.055380386899341306,0.0647599196932368
curve_E21_26_C,0.02652147956756078,0.025199391977689552,0.28241906488743707,0.01914115390508015,0.016550721079316044,0.028479295899493145,0.02780909540438761,0.0,0.02470789866078747,0.3001038675158375
warming,0.08159566417215788,0.08301656060842064,0.0670906503787445,0.016707003394767054,0.013800497811716207,0.06973186292165076,0.07126092029091974,0.0,0.0858096013741457,0.061413250126599636
cost_level,0.16788254049985726,0.15379162986472658,0.32415733326595814,0.6524687221037268,0.017919042671574955,0.1422881273322889,0.14875174576080463,0.0,0.16777580661120184,0.3158532787211633
protection_abs_rp,0.594048734867004,0.6089231740067319,0.06948305803971555,0.016388651492728046,0.015667389901372904,0.6236767053857944,0.6458616086193852,0.0,0.5956773005318808,0.07011428855446214
depth_offset,0.029502728781049967,0.02905063443120105,0.0660725250276571,0.047313098287833394,0.8944583929689368,0.03246112451127645,0.02840711787826175,0.0,0.02980215504729466,0.06596166265343809
pga_scale,0.026881063951948482,0.024838423816645916,0.09628254999526117,0.017472862036333657,0.019184920852092405,0.025255335767282092,0.02415364041383304,0.0,0.025082143158989018,0.09337329852846823
aggregation,0.01638534340318408,0.015643716367760362,0.030013526224768657,0.012246889999268819,0.007306876562246647,0.01959608697675781,0.01604084367648515,0.0,0.015764707716359207,0.028420434206794232
