outcome,factor,S1,S1_conf,ST,ST_conf,interaction
total_EAD_MEUR,curve_E7_10,0.0001314952264023049,0.0055011347142365176,0.001763336009270115,0.0003326513783978171,0.0016318407828678101
total_EAD_MEUR,curve_E9_2,0.7162724535564159,0.08787170431739781,0.7386506170707873,0.08117240673954496,0.022378163514371385
total_EAD_MEUR,cost_level,0.1553848057848961,0.04851439799675797,0.17269753644306512,0.02321506108897167,0.017312730658169018
total_EAD_MEUR,pga_scale,0.11045146878206343,0.04073781667820324,0.12378894594272909,0.01836004512053157,0.013337477160665662
total_EAD_MEUR,aggregation,-9.861508979137544e-17,1.4273225738081245e-16,1.3481545213054314e-30,4.0564389798281335e-31,9.861508979137678e-17
EAD_earthquake_MEUR,curve_E7_10,0.0001314952264023049,0.005752880831973839,0.001763336009270115,0.0003697885553245347,0.0016318407828678101
EAD_earthquake_MEUR,curve_E9_2,0.7162724535564159,0.08143655654972412,0.7386506170707873,0.07579980507024564,0.022378163514371385
EAD_earthquake_MEUR,cost_level,0.1553848057848961,0.05066399639487655,0.17269753644306512,0.025341755409033842,0.017312730658169018
EAD_earthquake_MEUR,pga_scale,0.11045146878206343,0.04199048298331255,0.12378894594272909,0.019454955427385217,0.013337477160665662
EAD_earthquake_MEUR,aggregation,-9.861508979137544e-17,1.2302756375100643e-16,1.3481545213054314e-30,4.395984079524786e-31,9.861508979137678e-17
