outcome,factor,S1,S1_conf,ST,ST_conf,interaction
total_EAD_MEUR,curve_F7_4,0.006943745574585612,0.013019932793426793,0.01341878168886106,0.004501346288321239,0.006475036114275448
total_EAD_MEUR,curve_F7_8,0.11874277667645866,0.0847184446031857,0.31974577271023225,0.12280715008498538,0.20100299603377358
total_EAD_MEUR,curve_E7_10,0.0005308265968982354,0.003406152316750809,0.0004085593803181516,0.00016092133079107106,-0.00012226721658008374
total_EAD_MEUR,warming,0.06443551806275419,0.05454779953003254,0.1515674221245717,0.06783735502859577,0.0871319040618175
total_EAD_MEUR,cost_level,0.037815125701725266,0.037079448173890577,0.12337372518593563,0.05660545024494219,0.08555859948421037
total_EAD_MEUR,protection_abs_rp,0.2676031110836022,0.13865660980250294,0.6012712889627893,0.15161935096776336,0.33366817787918707
total_EAD_MEUR,depth_offset,0.039057939044966565,0.02792912396419235,0.04146133477942823,0.016797077850660837,0.0024033957344616677
total_EAD_MEUR,pga_scale,-4.921159110788332e-06,0.000293508233701105,7.420704672842227e-06,3.763039785621474e-06,1.234186378363056e-05
total_EAD_MEUR,aggregation,-0.000566845102958048,0.0024626269728840653,0.00025418706166093803,0.00013168290591265359,0.000821032164618986
EAD_river_MEUR,curve_F7_4,0.0069954945827537226,0.013865070705381146,0.013439039521343892,0.005199782900985264,0.006443544938590169
EAD_river_MEUR,curve_F7_8,0.1192573441716957,0.07367871543760966,0.32022848093597445,0.1559059685003204,0.20097113676427875
EAD_river_MEUR,curve_E7_10,0.0,0.0,0.0,0.0,0.0
EAD_river_MEUR,warming,0.06519263264019017,0.05938821274547584,0.15179623778894755,0.07465531353700536,0.08660360514875738
EAD_river_MEUR,cost_level,0.03633877975630161,0.03702139820532782,0.12205683300225174,0.053677111989628754,0.08571805324595014
EAD_river_MEUR,protection_abs_rp,0.26799356432832494,0.1334376839348817,0.6021790057235922,0.16349227511312858,0.33418544139526724
EAD_river_MEUR,depth_offset,0.039004944778648715,0.025193487494646578,0.04152392740474629,0.02188436692450954,0.0025189826260975726
EAD_river_MEUR,pga_scale,0.0,0.0,0.0,0.0,0.0
EAD_river_MEUR,aggregation,-0.000574405283710941,0.0021977149365256547,0.0002545707983543142,0.00012826195982744806,0.0008289760820652551
EAD_earthquake_MEUR,curve_F7_4,0.0,0.0,0.0,0.0,0.0
EAD_earthquake_MEUR,curve_F7_8,0.0,0.0,0.0,0.0,0.0
EAD_earthquake_MEUR,curve_E7_10,0.841585106677677,0.164645099363666,0.885457023808914,0.1308939863637375,0.04387191713123695
EAD_earthquake_MEUR,warming,0.0,0.0,0.0,0.0,0.0
EAD_earthquake_MEUR,cost_level,0.035180283038367184,0.03132449969832022,0.1281420306564106,0.03304505124169455,0.09296174761804343
EAD_earthquake_MEUR,protection_abs_rp,0.0,0.0,0.0,0.0,0.0
EAD_earthquake_MEUR,depth_offset,0.0,0.0,0.0,0.0,0.0
EAD_earthquake_MEUR,pga_scale,0.015649435618129533,0.014373330247271294,0.016082644018754554,0.004968578408903051,0.00043320840062502017
EAD_earthquake_MEUR,aggregation,8.823712913343973e-18,1.7887887231904655e-17,1.8781886943380776e-32,2.4288273818262155e-32,-8.823712913343955e-18
damage_RP100_river_MEUR,curve_F7_4,0.030385228148227028,0.022739528761597176,0.03518833319781316,0.00662132824330911,0.004803105049586129
damage_RP100_river_MEUR,curve_F7_8,0.5616759013917586,0.07878165204989858,0.6689247655187943,0.10325389666871265,0.10724886412703571
damage_RP100_river_MEUR,curve_E7_10,0.0,0.0,0.0,0.0,0.0
damage_RP100_river_MEUR,warming,0.0,0.0,0.0,0.0,0.0
damage_RP100_river_MEUR,cost_level,0.17880741107785364,0.062112008551201026,0.2585172289189009,0.047883672391114435,0.07970981784104725
damage_RP100_river_MEUR,protection_abs_rp,0.0,0.0,0.0,0.0,0.0
damage_RP100_river_MEUR,depth_offset,0.10803066086838245,0.05602697510551034,0.1589601505468408,0.02592951203980383,0.05092948967845834
damage_RP100_river_MEUR,pga_scale,0.0,0.0,0.0,0.0,0.0
damage_RP100_river_MEUR,aggregation,0.0007280928368790822,0.0025504383615595457,0.0005168396275090037,0.00010617080979431469,-0.00021125320937007846
