outcome,factor,S1,S1_conf,ST,ST_conf,interaction
total_EAD_MEUR,warming,0.022282501569369468,0.02901310624036917,0.056916276812650116,0.03747470380690159,0.03463377524328065
total_EAD_MEUR,curve_main,0.009348959931276551,0.02274694790648523,0.03709619710044507,0.01665705645694953,0.02774723716916852
total_EAD_MEUR,curve_other,0.07379901335306753,0.04273114063385017,0.21859484960310444,0.11096095902276794,0.1447958362500369
total_EAD_MEUR,eq_curve,0.005354783853736631,0.010097786437816529,0.005495653474555178,0.002298556782255945,0.0001408696208185468
total_EAD_MEUR,cost_level,0.018228894851191377,0.035521442898735385,0.18377731453467328,0.10797410552469722,0.16554841968348188
total_EAD_MEUR,protection_scale,0.6289762309443069,0.22099267267485007,0.7982608231837878,0.18912108056769547,0.1692845922394809
total_EAD_MEUR,depth_offset,-0.01119675815429297,0.024770811966769193,0.06372260348060574,0.042868433560473276,0.0749193616348987
total_EAD_MEUR,pga_scale,-4.909165837813274e-05,0.0015941537936737713,0.00038839838651005164,0.000182068404020487,0.0004374900448881844
total_EAD_MEUR,aggregation,0.001136857148976026,0.0024278275808312724,0.00026789677744072844,0.00013734306091897711,-0.0008689603715352975
EAD_river_MEUR,warming,0.02251089288288808,0.024245169523243078,0.057835139050847736,0.0382214699575577,0.03532424616795966
EAD_river_MEUR,curve_main,0.009645045873012688,0.02195134661599718,0.0376950819292707,0.018275612966929495,0.028050036056258013
EAD_river_MEUR,curve_other,0.07514025788773285,0.04021352435112619,0.22212386738172604,0.11346621249630844,0.1469836094939932
EAD_river_MEUR,eq_curve,0.0,0.0,0.0,0.0,0.0
EAD_river_MEUR,cost_level,0.01194128445018089,0.02946875376255115,0.17658253306407257,0.11085283277913109,0.16464124861389168
EAD_river_MEUR,protection_scale,0.6315342504121237,0.22301703015764288,0.8111480281756142,0.19565287424437636,0.1796137777634904
EAD_river_MEUR,depth_offset,-0.011205483839300152,0.025363020343663216,0.06475134775793621,0.03821724833449985,0.07595683159723637
EAD_river_MEUR,pga_scale,0.0,0.0,0.0,0.0,0.0
EAD_river_MEUR,aggregation,0.0011197394876453193,0.0024588984053099255,0.00027231520696554797,0.00013785656873065635,-0.0008474242806797714
EAD_earthquake_MEUR,warming,0.0,0.0,0.0,0.0,0.0
EAD_earthquake_MEUR,curve_main,0.0,0.0,0.0,0.0,0.0
EAD_earthquake_MEUR,curve_other,0.0,0.0,0.0,0.0,0.0
EAD_earthquake_MEUR,eq_curve,0.765158812675945,0.18161007004474194,0.8997657001203462,0.18136657007356205,0.1346068874444012
EAD_earthquake_MEUR,cost_level,0.0934083206923376,0.07051857554410314,0.1830671060544397,0.06653218877345363,0.0896587853621021
EAD_earthquake_MEUR,protection_scale,0.0,0.0,0.0,0.0,0.0
EAD_earthquake_MEUR,depth_offset,0.0,0.0,0.0,0.0,0.0
EAD_earthquake_MEUR,pga_scale,0.019406930658111162,0.036469112290465504,0.06358980743270308,0.01818610733210681,0.044182876774591914
EAD_earthquake_MEUR,aggregation,2.4685721727766115e-07,6.2519545132190005e-06,4.734361774698664e-09,1.0891773395319323e-09,-2.421228555029625e-07
damage_RP100_river_MEUR,warming,0.0,0.0,0.0,0.0,0.0
damage_RP100_river_MEUR,curve_main,0.09328456937933939,0.03913904513900492,0.10678324642311031,0.016676105509609688,0.013498677043770918
damage_RP100_river_MEUR,curve_other,0.504032095113827,0.08641154083914149,0.5925816441656594,0.0887199482145835,0.08854954905183243
damage_RP100_river_MEUR,eq_curve,0.0,0.0,0.0,0.0,0.0
damage_RP100_river_MEUR,cost_level,0.2286540961676538,0.06529274579766445,0.3206876048725819,0.05153096361671217,0.0920335087049281
damage_RP100_river_MEUR,protection_scale,0.0,0.0,0.0,0.0,0.0
damage_RP100_river_MEUR,depth_offset,0.05970044073128809,0.03235481784119266,0.08171239826940019,0.016658431433141614,0.022011957538112095
damage_RP100_river_MEUR,pga_scale,0.0,0.0,0.0,0.0,0.0
damage_RP100_river_MEUR,aggregation,0.0009303501384963241,0.0038945831595018103,0.0010561949939489846,0.0002047977634218632,0.0001258448554526605
